CBSAFP2,zone_name,is_nonmsa,n_bg,SUM_TotPop,D1B_weighted,D1D_weighted,D2A_weighted,D3B_weighted,pct_near_transit,D5AR_weighted,pct_white,pct_male,avg_hh_size,Veh_Within,ATF_Within,atf_share_within,atf_share_total
41940,"San Jose-Sunnyvale-Santa Clara, CA",0,1115,1981616,17.066211444333796,10.07391917797081,0.515370085570525,149.1106843100437,87.08059482765582,111003.33381038504,31.622469748662624,50.53575578792321,3.019436469962786,1819235683,327468674.0,0.152544840621479,0.150739277661262
42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA",0,163,281455,5.404925881097744,3.816579709418141,0.5404284166750448,61.842248696198354,57.13773072071911,10268.734046295143,68.88699874187088,50.68169333545974,2.662411186910861,249916390,47053458.0,0.158445237174381,0.156694649592873
42100,"Santa Cruz-Watsonville, CA",0,196,273765,10.481275037088944,6.7384118600991485,0.5508025479748546,85.19117440487709,72.23713769108542,15104.181319745036,57.26962133434564,49.508325972215125,2.859191383664865,212780497,33981702.0,0.137710322479336,0.135835847542173
42140,"Santa Fe, NM",0,102,148917,3.774255455731516,2.9090086420373744,0.506348160103499,61.32854095102174,42.805723993902646,9862.271587528625,42.77829503057745,48.48184442673132,2.411023723777071,128776921,24156558.0,0.157954675182666,0.153800179
42200,"Santa Maria-Santa Barbara, CA",0,313,443738,14.72410138829936,7.5418755683081296,0.5146327254092671,125.32514338377162,51.20611712316728,18491.88616480896,44.50991279795157,50.05496494158429,3.049781976744186,442475103,84847956.0,0.160903177951109,0.15981562468555
42220,"Santa Rosa, CA",0,387,501317,7.848062709876923,4.984147070810355,0.5373872183820166,69.7541507282484,61.06455595960241,23213.564213860693,63.23323435486582,48.83126705777835,2.6390740017109,478165294,69153137.0,0.126349001,0.12619550032071
42340,"Savannah, GA",0,241,381623,3.722535348704988,3.00233762694593,0.5010546663940108,67.64493921809115,47.46962316212597,26300.17129208669,55.520987679905495,48.52112238236848,2.703560523293274,391280395,55189301.0,0.123612647161612,0.123402763024227
42540,"Scranton--Wilkes-Barre--Hazleton, PA",0,486,556926,5.869970309935613,4.672270692572686,0.5240458483399866,88.55607442375394,0.0,22141.201066209876,83.61408964765083,49.12335640574327,2.4519639382024705,475683612,93611818.0,0.164434515133908,0.163092613
42660,"Seattle-Tacoma-Bellevue, WA",0,2483,3809717,10.80740821713509,10.729988706337387,0.4629480102231994,106.71965012451172,72.72372199824815,81415.87269106865,63.28260390569322,50.07908149229604,2.5823504966490947,2738149709,533328604.0,0.163023732078764,0.162827405
42680,"Sebastian-Vero Beach, FL",0,93,150984,3.092312757292947,2.346009776058604,0.522537549817258,50.47991540874372,0.0,8928.251874370795,75.29433920604718,48.02356012442447,2.6272606292226848,136594671,18177097.0,0.117444526446193,0.115540121474862
42700,"Sebring, FL",0,79,102101,1.8858565913677092,1.42460738568069,0.447488608343664,50.872980372276416,0.0,3741.366715311309,67.09107959434245,48.687606949157455,2.4781264973646384,76017673,11566343.0,0.132059975418346,0.13184414516331
43100,"Sheboygan, WI",0,143,194612,3.5782285204073485,2.874442472221709,0.5608560934531598,52.31831095215265,0.0,17392.03951965963,86.79635527338021,50.14586109496149,2.3616116450589906,151921450,23027496.0,0.13162409106483,0.129878832077823
43300,"Sherman-Denison, TX",0,92,128560,2.022439748201696,1.289219540746283,0.497520969026506,40.743907287160994,0.0,14199.563137834471,75.41255133039218,48.80699772543392,2.703884096256243,94074685,10002222.0,0.096104143,0.09330869
43340,"Shreveport-Bossier City, LA",0,330,441339,2.805979453121536,2.250060148229164,0.4680239275783689,38.04453022269935,0.0,26907.536653230283,53.558415990484455,48.1500976391158,2.54245624605331,441135690,40993718.0,0.085026379,0.084637489
43420,"Sierra Vista-Douglas, AZ",0,102,126279,2.2333002356052645,1.591880804064545,0.454596708000561,43.5410487910519,0.0,2025.9918513767132,54.991379789778094,50.82110481698936,2.509160137950282,116169073,18094856.0,0.134770791639801,0.134653117588836
43460,"Sikeston, MO",0,35,38729,1.2736522148278695,1.1068815199472144,0.5760581620500638,34.20945028533835,0.0,7198.844070334892,83.2423058007403,48.36538710428909,2.536638214051215,28375186,3113731.0,0.098883394,0.084916256
43580,"Sioux City, IA-NE-SD",0,159,168677,4.311821848657599,2.866850194219404,0.5397629793853792,68.56132257540074,55.43672225614637,13521.10795188437,74.88485264690907,49.61696484601632,2.5733002239454,157163095,17420253.0,0.09978187,0.099157218
